raw_text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
"내가 물타려고 타점 잡고 기다리면
훅 올라버리는게 진정 킹받네 ㅋㅋㅋㅋㅋㅋ",내가 물타려고 타점 잡고 기다리면 훅 올라버리는게 진정 킹받네,내가 물타려고 타점 잡고 기다리면 훅 올라버리는게 진정 킹받네 ㅋㅋㅋㅋㅋㅋ,2024-11-27T10:05:36+09:00,0.2338,0.3885,0.3777,1
뭐야? 왤케 떨어졌어? 들어갈 땐가!!!,뭐야 왤케 떨어졌어 들어갈 땐가,뭐야? 왤케 떨어졌어? 들어갈 땐가!!!,2024-09-09T09:09:36+09:00,0.1033,0.8077,0.0891,1
눈치 챙겨 내년엔 믿을건 너 뿐이다.,눈치 챙겨 내년엔 믿을건 너 뿐이다,눈치 챙겨 내년엔 믿을건 너 뿐이다.,2024-11-21T09:10:58+09:00,0.0653,0.8597,0.075,1
내일 진입 각,내일 진입 각,내일 진입 각,2024-10-15T23:12:02+09:00,0.0599,0.8219,0.1182,1
"다음주
다시 재진입각 보는중입니다",다음주 다시 재진입각 보는중입니다,다음주 다시 재진입각 보는중입니다,2025-01-11T09:06:41+09:00,0.3352,0.3535,0.3113,1
쭉쭉 들어와,쭉쭉 들어와,쭉쭉 들어와,2024-11-05T09:02:25+09:00,0.0461,0.6887,0.2652,1
"어제 30% 넘긴 기념으로 소량 매도 했네요.
30만원까지는 올라야하지 않겠습니까? 😀
갑시다 ↗️↗️↗️",어제 30 넘긴 기념으로 소량 매도 했네요 30만원까지는 올라야하지 않겠습니까 갑시다,어제 30 넘긴 기념으로 소량 매도 했네요. 30만원까지는 올라야하지 않겠습니까? 갑시다,2025-01-23T08:54:23+09:00,0.0608,0.1582,0.781,2
오늘 제법 갈 것 같은데 기대되네요,오늘 제법 갈 것 같은데 기대되네요,오늘 제법 갈 것 같은데 기대되네요,2024-12-12T09:05:31+09:00,0.0575,0.602,0.3405,1
"푼돈은 단타꾼들이 벌어도 
큰돈은 좋은 기업에 몇년이고 의리있는 사람들만 벌 수 있는 겁니다.",푼돈은 단타꾼들이 벌어도 큰돈은 좋은 기업에 몇년이고 의리있는 사람들만 벌 수 있는 겁니다,푼돈은 단타꾼들이 벌어도 큰돈은 좋은 기업에 몇년이고 의리있는 사람들만 벌 수 있는 겁니다.,2024-12-13T13:17:25+09:00,0.1664,0.6007,0.233,1
또 본밴 못 뚫네 박스권 탈출언제하냐?,또 본밴 못 뚫네 박스권 탈출언제하냐,또 본밴 못 뚫네 박스권 탈출언제하냐?,2023-10-10T09:14:43+09:00,0.2592,0.6692,0.0716,1
12월안에 18층 가면 나가야겟다..,12월안에 18층 가면 나가야겟다,12월안에 18층 가면 나가야겟다..,2024-12-24T12:44:13+09:00,0.0506,0.6046,0.3448,1
닉스빼고 다 오르네요… 에코는 날아감…ㅠ,닉스빼고 다 오르네요 에코는 날아감,닉스빼고 다 오르네요 에코는 날아감ㅠ,2025-01-14T13:45:49+09:00,0.0785,0.688,0.2335,1
"실적이  좋은데 떨어지고 나쁘면 나쁘다고 떨구고
그럼 언제 올라 젠장 미치겠네",실적이 좋은데 떨어지고 나쁘면 나쁘다고 떨구고 그럼 언제 올라 젠장 미치겠네,실적이 좋은데 떨어지고 나쁘면 나쁘다고 떨구고 그럼 언제 올라 젠장 미치겠네,2022-07-27T13:06:32+09:00,0.2265,0.3958,0.3777,1
ㄷㄷ,,ㄷㄷ,2024-07-26T09:17:01+09:00,0.0884,0.8936,0.018,1
내일 난리 나겠네 여기,내일 난리 나겠네 여기,내일 난리 나겠네 여기,2024-10-15T23:45:59+09:00,0.1576,0.7421,0.1003,1
장담하는데 18만원 밑으론 안떨어짐 ...,장담하는데 18만원 밑으론 안떨어짐,장담하는데 18만원 밑으론 안떨어짐 ...,2025-02-03T20:41:41+09:00,0.1714,0.7234,0.1051,1
개같은.개,개같은개,개같은.개,2024-10-28T13:24:35+09:00,0.0922,0.89,0.0178,1
회사 망했나요?,회사 망했나요,회사 망했나요?,2021-08-11T09:39:14+09:00,0.3123,0.6432,0.0445,1
진짜 개ㅈ된거 아님?,진짜 개된거 아님,진짜 개ㅈ된거 아님?,2024-09-19T11:37:42+09:00,0.2032,0.765,0.0317,1
"(번역)
SK하이닉스는 다음달(4월경) 22만원을 찍을것으로 예상중이다
-JongGuk-",번역 SK하이닉스는 다음달4월경 22만원을 찍을것으로 예상중이다 JongGuk,번역 SK하이닉스는 다음달4월경 22만원을 찍을것으로 예상중이다 JongGuk,2024-03-27T10:52:26+09:00,0.1532,0.5615,0.2853,1
힘없는거보니 잠깐 나갔다 올게요,힘없는거보니 잠깐 나갔다 올게요,힘없는거보니 잠깐 나갔다 올게요,2024-08-01T14:47:36+09:00,0.0847,0.7503,0.1651,1
배당금 입금~^^,배당금 입금,배당금 입금,2024-11-18T11:02:51+09:00,0.0847,0.829,0.0864,1
-300 ...존버해 보겠습니다,300 존버해 보겠습니다,300 ...존버해 보겠습니다,2024-08-02T15:40:39+09:00,0.0547,0.8555,0.0898,1
"역시 호랑말코들 추격매수 할때는 꼭 그날 떨구더라
인간지표 형들 때문에 금욜부터 샀더니 
또 먹여주네~

이제 안티 아니여
같이 나눠먹자",역시 호랑말코들 추격매수 할때는 꼭 그날 떨구더라 인간지표 형들 때문에 금욜부터 샀더니 또 먹여주네 이제 안티 아니여 같이 나눠먹자,역시 호랑말코들 추격매수 할때는 꼭 그날 떨구더라 인간지표 형들 때문에 금욜부터 샀더니 또 먹여주네 이제 안티 아니여 같이 나눠먹자,2024-11-05T00:06:19+09:00,0.3865,0.1548,0.4587,2
이렇게 계속 내려갈줄 몰랐습니다  손해 보더라도 팔고 쌀 때 다시 샀어야 했습니다 쌀때는 돈없어서 못사고,이렇게 계속 내려갈줄 몰랐습니다 손해 보더라도 팔고 쌀 때 다시 샀어야 했습니다 쌀때는 돈없어서 못사고,이렇게 계속 내려갈줄 몰랐습니다 손해 보더라도 팔고 쌀 때 다시 샀어야 했습니다 쌀때는 돈없어서 못사고,2023-02-20T20:20:53+09:00,0.2695,0.4416,0.2889,1
외국인들아 힘을 줘,외국인들아 힘을 줘,외국인들아 힘을 줘,2024-08-16T10:23:11+09:00,0.0956,0.8129,0.0915,1
손절했다..이렇게 횡보할 시간에 지수추종이나 더 매수해야지;,손절했다이렇게 횡보할 시간에 지수추종이나 더 매수해야지,손절했다..이렇게 횡보할 시간에 지수추종이나 더 매수해야지,2021-09-23T09:37:15+09:00,0.5172,0.3254,0.1573,0
그냥 놔둬 볼랍니다,그냥 놔둬 볼랍니다,그냥 놔둬 볼랍니다,2024-04-11T15:38:30+09:00,0.0695,0.8994,0.0311,1
불타기ㄱㄱ,불타기,불타기ㄱㄱ,2024-03-22T08:33:03+09:00,0.1017,0.8208,0.0776,1
반도체 치킨먹을게요 냠냠,반도체 치킨먹을게요 냠냠,반도체 치킨먹을게요 냠냠,2024-05-22T15:30:52+09:00,0.047,0.8775,0.0755,1
깔깔,깔깔,깔깔,2024-03-04T09:41:46+09:00,0.043,0.9399,0.0171,1
ㅠ,,ㅠ,2024-09-26T09:07:50+09:00,0.0612,0.9114,0.0274,1
"대 닉 스  

22 가즈아",대 닉 스 22 가즈아,대 닉 스 22 가즈아,2025-03-21T09:01:16+09:00,0.0179,0.0875,0.8946,2
총알 장전~!  조정오면 추매들어갈게요,총알 장전 조정오면 추매들어갈게요,총알 장전! 조정오면 추매들어갈게요,2024-03-27T15:39:16+09:00,0.4603,0.1581,0.3816,0
아으,아으,아으,2024-07-25T10:39:44+09:00,0.0448,0.9375,0.0177,1
바보입니다,바보입니다,바보입니다,2024-02-23T09:12:33+09:00,0.0768,0.9075,0.0156,1
첫 주식인데 그만 내려가줘요... ㅜㅜ,첫 주식인데 그만 내려가줘요,첫 주식인데 그만 내려가줘요... ㅜㅜ,2022-03-11T14:20:59+09:00,0.1454,0.5545,0.3001,1
17가겠네,17가겠네,17가겠네,2025-03-04T08:28:09+09:00,0.0669,0.895,0.0381,1
이걸 말아내린다고? 커뮤에 미장올랏다고 쏜단넘나와 당장,이걸 말아내린다고 커뮤에 미장올랏다고 쏜단넘나와 당장,이걸 말아내린다고? 커뮤에 미장올랏다고 쏜단넘나와 당장,2024-09-20T09:25:42+09:00,0.2593,0.4432,0.2975,1
조만간20간다 매도금지요,조만간20간다 매도금지요,조만간20간다 매도금지요,2024-09-12T09:07:51+09:00,0.2028,0.5869,0.2103,1
난리네,난리네,난리네,2024-07-01T12:26:58+09:00,0.0902,0.8806,0.0293,1
오늘 꼴보이 미국장 내러 걸꺼 같네요 ㅠㅠㅠ,오늘 꼴보이 미국장 내러 걸꺼 같네요,오늘 꼴보이 미국장 내러 걸꺼 같네요 ㅠㅠㅠ,2024-10-21T18:54:19+09:00,0.1152,0.5454,0.3395,1
240500원 뚫니?,240500원 뚫니,240500원 뚫니?,2024-07-09T12:59:51+09:00,0.0499,0.9204,0.0298,1
"10퍼 수익 중인디 18층만 뚫으면 날아갈 것 같애서 못 팔것네,,",10퍼 수익 중인디 18층만 뚫으면 날아갈 것 같애서 못 팔것네,"10퍼 수익 중인디 18층만 뚫으면 날아갈 것 같애서 못 팔것네,,",2024-09-26T14:18:35+09:00,0.2108,0.536,0.2532,1
ㅋㅋㅋㅋ역대급이네,역대급이네,ㅋㅋㅋㅋ역대급이네,2024-08-05T14:53:42+09:00,0.0858,0.8744,0.0398,1
조짓네!!!!!!!,조짓네,조짓네!!!!!!!,2024-07-03T08:55:07+09:00,0.104,0.8636,0.0324,1
"친구 엘지는 미쳐 날뛰는데 넘 뭐하니
대체",친구 엘지는 미쳐 날뛰는데 넘 뭐하니 대체,친구 엘지는 미쳐 날뛰는데 넘 뭐하니 대체,2021-09-10T09:09:32+09:00,0.1103,0.8305,0.0591,1
"이제 상승장 시작입니다 
상승열차 출발합니다",이제 상승장 시작입니다 상승열차 출발합니다,이제 상승장 시작입니다 상승열차 출발합니다,2022-11-08T21:47:58+09:00,0.0891,0.0555,0.8554,2
보나마나 동시호가에 또 더 떨구겠지!! 욕나온다!! ㅆ8,보나마나 동시호가에 또 더 떨구겠지 욕나온다 8,보나마나 동시호가에 또 더 떨구겠지!! 욕나온다!! ㅆ8,2024-11-18T14:58:18+09:00,0.2114,0.7225,0.0661,1
"엥
이스라엘미사일땜시 빠진거에요? 오보라더니",엥 이스라엘미사일땜시 빠진거에요 오보라더니,엥 이스라엘미사일땜시 빠진거에요? 오보라더니,2024-05-03T15:37:23+09:00,0.2607,0.6291,0.1102,1
왜 삼전을 샀을까..,왜 삼전을 샀을까,왜 삼전을 샀을까..,2024-09-23T13:07:49+09:00,0.0935,0.8633,0.0433,1
외쿡인 판거 위에서 잡게 올리자,외쿡인 판거 위에서 잡게 올리자,외쿡인 판거 위에서 잡게 올리자,2024-08-29T09:42:27+09:00,0.0605,0.3734,0.5661,2
마음의 준비 하고 잇었는데 잘 하네,마음의 준비 하고 잇었는데 잘 하네,마음의 준비 하고 잇었는데 잘 하네,2024-10-16T13:03:06+09:00,0.0709,0.8855,0.0435,1
"불을 탈까?
기다렸다가 물을 탈까?",불을 탈까 기다렸다가 물을 탈까,불을 탈까? 기다렸다가 물을 탈까?,2024-08-30T14:10:21+09:00,0.1122,0.8185,0.0693,1
로우닉스네,로우닉스네,로우닉스네,2021-10-08T09:48:50+09:00,0.0411,0.9324,0.0265,1
가자고,가자고,가자고,2024-12-10T09:14:13+09:00,0.0125,0.0974,0.8902,2
팔지말도 묵혀!!! 20만가서 팔자,팔지말도 묵혀 20만가서 팔자,팔지말도 묵혀!!! 20만가서 팔자,2024-10-07T13:36:45+09:00,0.0785,0.5963,0.3253,1
마이너스 5.5인데.. 한주만 팔고 현재 가격으로 하나 살까요?,마이너스 55인데 한주만 팔고 현재 가격으로 하나 살까요,마이너스 5.5인데.. 한주만 팔고 현재 가격으로 하나 살까요?,2024-09-02T09:14:44+09:00,0.2416,0.6002,0.1581,1
어제 미장상황보고 완전 내리박을줄알았는데 다행이다..,어제 미장상황보고 완전 내리박을줄알았는데 다행이다,어제 미장상황보고 완전 내리박을줄알았는데 다행이다..,2024-10-02T10:26:20+09:00,0.3377,0.5531,0.1093,1
상황보고 다시 올게..,상황보고 다시 올게,상황보고 다시 올게..,2024-12-18T11:49:21+09:00,0.0779,0.8546,0.0675,1
이런 상황에 쌍매수면 사야지,이런 상황에 쌍매수면 사야지,이런 상황에 쌍매수면 사야지,2024-12-09T10:16:29+09:00,0.4188,0.4033,0.1779,0
"평단 16.8인데 추매 하는게 맞을까요..?
주린이라..",평단 168인데 추매 하는게 맞을까요 주린이라,평단 16.8인데 추매 하는게 맞을까요..? 주린이라..,2025-01-07T12:42:50+09:00,0.75,0.1627,0.0873,0
22층입주민인데 올해안으로 될까요?ㅠ,22층입주민인데 올해안으로 될까요,22층입주민인데 올해안으로 될까요?ㅠ,2024-10-16T23:26:52+09:00,0.0726,0.8456,0.0818,1
다시떨어지는건;;,다시떨어지는건,다시떨어지는건,2024-12-23T14:44:26+09:00,0.2581,0.6641,0.0777,1
낼도 곡소리 장전,낼도 곡소리 장전,낼도 곡소리 장전,2024-08-26T23:19:16+09:00,0.1805,0.5156,0.3039,1
적당히해,적당히해,적당히해,2024-08-26T14:44:48+09:00,0.1609,0.791,0.0482,1
내려꽂는다는 주주아닌애들 다 어디갓냐,내려꽂는다는 주주아닌애들 다 어디갓냐,내려꽂는다는 주주아닌애들 다 어디갓냐,2024-06-26T09:55:05+09:00,0.1487,0.6886,0.1627,1
가즈아^^,가즈아,가즈아,2022-08-05T09:18:01+09:00,0.0133,0.0654,0.9214,2
짱나게하네 진짜,짱나게하네 진짜,짱나게하네 진짜,2022-11-23T13:22:04+09:00,0.0967,0.8739,0.0294,1
17.5 봄,175 봄,17.5 봄,2025-02-28T09:38:27+09:00,0.0683,0.9069,0.0248,1
"8/20 고점매도 후
9/09 재진입",820 고점매도 후 909 재진입,820 고점매도 후 909 재진입,2024-09-09T20:07:11+09:00,0.5534,0.175,0.2716,0
오늘날벼락이다 도망가라 후퇴,오늘날벼락이다 도망가라 후퇴,오늘날벼락이다 도망가라 후퇴,2024-09-19T08:56:42+09:00,0.1962,0.7312,0.0727,1
"현재 하이닉스에서 현직(AI/DA) 분당 ㄷㅅ타워에서 일하고 있고
엔비디아, 하이닉스 관련한 정보 공유로 도움을
줄 수 있을 거 같습니다. 팔로우 해주시면 정보 공유 같이 해요.",현재 하이닉스에서 현직AIDA 분당 타워에서 일하고 있고 엔비디아 하이닉스 관련한 정보 공유로 도움을 줄 수 있을 거 같습니다 팔로우 해주시면 정보 공유 같이 해요,"현재 하이닉스에서 현직AIDA 분당 ㄷㅅ타워에서 일하고 있고 엔비디아, 하이닉스 관련한 정보 공유로 도움을 줄 수 있을 거 같습니다. 팔로우 해주시면 정보 공유 같이 해요.",2024-11-14T16:36:48+09:00,0.1117,0.3914,0.4969,2
8월29일까지 우선 존버 합시다,8월29일까지 우선 존버 합시다,8월29일까지 우선 존버 합시다,2024-07-30T14:11:48+09:00,0.0752,0.2964,0.6284,2
세력아재들이 누르고 있긴한데 좋게 생각하면 마이너스인분들 추매 기회임,세력아재들이 누르고 있긴한데 좋게 생각하면 마이너스인분들 추매 기회임,세력아재들이 누르고 있긴한데 좋게 생각하면 마이너스인분들 추매 기회임,2024-08-07T09:22:22+09:00,0.7142,0.132,0.1538,0
귀인. 재물 부적 투석!,귀인 재물 부적 투석,귀인. 재물 부적 투석!,2024-12-20T09:32:10+09:00,0.2112,0.7089,0.0799,1
"#계속 떨어져라,,ㅋ,,ㅋ
하이니ㅣㄱ스 ㅋ ㅋ",계속 떨어져라 하이니스,"계속 떨어져라,,ㅋ,,ㅋ 하이니ㅣㄱ스 ㅋ ㅋ",2024-07-18T14:27:55+09:00,0.1596,0.4998,0.3406,1
가즈아,가즈아,가즈아,2024-08-01T09:20:14+09:00,0.0133,0.0654,0.9214,2
"응 고작 3%떨어진거 안쫄아
계속 줍줍이야~

ddr5, 내년 금리하락 시점까지
그냥 존버야~",응 고작 3떨어진거 안쫄아 계속 줍줍이야 ddr5 내년 금리하락 시점까지 그냥 존버야,"응 고작 3떨어진거 안쫄아 계속 줍줍이야 ddr5, 내년 금리하락 시점까지 그냥 존버야",2022-09-23T11:46:55+09:00,0.4679,0.198,0.3341,0
날씨좋네요,날씨좋네요,날씨좋네요,2024-08-04T18:12:29+09:00,0.0634,0.8303,0.1063,1
하닉이는 오전에 사고 오후에 팔아야하는건가...ㅎㅎㅎ 너무 빨리 팔았다... 이번주말도 손가락 빨아야겠네여... 미국에 투자한건 고점에 물려가지고 존버해야하고....,하닉이는 오전에 사고 오후에 팔아야하는건가 너무 빨리 팔았다 이번주말도 손가락 빨아야겠네여 미국에 투자한건 고점에 물려가지고 존버해야하고,하닉이는 오전에 사고 오후에 팔아야하는건가...ㅎㅎㅎ 너무 빨리 팔았다... 이번주말도 손가락 빨아야겠네여... 미국에 투자한건 고점에 물려가지고 존버해야하고....,2025-03-07T13:46:46+09:00,0.4103,0.2856,0.3041,0
내일을 기대하며 추매,내일을 기대하며 추매,내일을 기대하며 추매,2024-08-29T14:55:11+09:00,0.7786,0.1523,0.0691,0
18분남아따 말아올렷!!!!,18분남아따 말아올렷,18분남아따 말아올렷!!!!,2024-11-22T15:02:31+09:00,0.1083,0.7839,0.1078,1
"코로나 시작 2020년 봄 
69.400원에 들어갔다가
어제 드뎌 14에 반 정리했네요.
그때 나머지 주식 정리하고 
삼성,하이닉스에 몰빵  하려고했는데 이직하느라 바뻐서 놓칟게 너무 속상해요.",코로나 시작 2020년 봄 69400원에 들어갔다가 어제 드뎌 14에 반 정리했네요 그때 나머지 주식 정리하고 삼성하이닉스에 몰빵 하려고했는데 이직하느라 바뻐서 놓칟게 너무 속상해요,"코로나 시작 2020년 봄 69.400원에 들어갔다가 어제 드뎌 14에 반 정리했네요. 그때 나머지 주식 정리하고 삼성,하이닉스에 몰빵 하려고했는데 이직하느라 바뻐서 놓칟게 너무 속상해요.",2023-12-16T17:18:32+09:00,0.3426,0.3225,0.3349,0
"외인이 파는건 좋은 시그널은 아니네요ㅠ
한번 2차 바닥 재확인해주고 올라갈거 같아요 다들 성투하세요~",외인이 파는건 좋은 시그널은 아니네요 한번 2차 바닥 재확인해주고 올라갈거 같아요 다들 성투하세요,외인이 파는건 좋은 시그널은 아니네요ㅠ 한번 2차 바닥 재확인해주고 올라갈거 같아요 다들 성투하세요,2024-08-14T12:59:52+09:00,0.1747,0.3547,0.4706,2
"오늘도 ㅜㅜㅜ,,,",오늘도,"오늘도 ㅜㅜㅜ,,,",2024-11-19T09:08:35+09:00,0.0671,0.9007,0.0323,1
왜케못가냐,왜케못가냐,왜케못가냐,2024-08-09T09:03:23+09:00,0.1286,0.8246,0.0468,1
ㅠㅠ,,ㅠㅠ,2024-06-12T05:09:32+09:00,0.0612,0.9114,0.0274,1
"왜 하필 그때 목돈이 생겨서....
 난 주식을 왜샀을까 ...내 평단이 오긴 오려나...",왜 하필 그때 목돈이 생겨서 난 주식을 왜샀을까 내 평단이 오긴 오려나,왜 하필 그때 목돈이 생겨서.... 난 주식을 왜샀을까 ...내 평단이 오긴 오려나...,2024-11-12T09:15:47+09:00,0.1128,0.6557,0.2315,1
커뮤니티에 몇 천만원씩 매수한 사람 글 많이 올리던데…이번주 한강이 붐비겠네요.,커뮤니티에 몇 천만원씩 매수한 사람 글 많이 올리던데이번주 한강이 붐비겠네요,커뮤니티에 몇 천만원씩 매수한 사람 글 많이 올리던데이번주 한강이 붐비겠네요.,2024-09-17T17:04:37+09:00,0.3328,0.2712,0.3959,2
"분명 충격에 대비하라고 했거늘･･･

연말지나면 다시 오르니까 기다려요좀･･･",분명 충격에 대비하라고 했거늘 연말지나면 다시 오르니까 기다려요좀,분명 충격에 대비하라고 했거늘 연말지나면 다시 오르니까 기다려요좀,2024-11-18T16:56:06+09:00,0.2523,0.5144,0.2333,1
