text,label
웃어여 에블바리셰 웃어봐요 모든게 축복이죠,1
ㅋㅋㅋㅋ아 걍 테슬라나 살걸ㅋㅋㅋ,1
"8월 정도에서 퀄테스트 통과 소식이
어느 정도 부분에서 터져야 
최소 10퍼 이상은 나올 텐 데 
기다려 보는 수 밖에 ^^
긍정적인 부분이 많으니 기다려보자구여^^",2
오늘같은날 제자리라 그나마 좋은 점은 있네?,2
국장잘하는법=지하실 까지 참기,0
하수들은 파업에 근들갑 고수는 지금산다,1
내일 실적 누가 흘렸네 ㅋㅋㅋㅋ,1
애는 왜그래 역시 삼성이네,1
4만전자 가즈아 더떨어지자 완전 꼴아박자~~,2
8민뚫자! 가즈아! 영차!,2
토스가 멈췄어요,1
와 잡주,0
오....,1
.,1
다시 진입각 보겠습니다,1
풀매수 하게,2
쓰벌 4만전자 될까 두렵다 ㅠㅠ,1
삼성 -40%는 처음격러보네요....,1
이게 다시 5만 간다고… 진짜?,2
다시한번 추매해씀당,0
"삼전우 200주 사놨고
삼전도 200주 맞춰놔야겠네요",1
하이닉스 신고점돌파인데 삼성은 카더라 돌아도 안오르는거보면 안되는거임 ㄹㅇ 8만원? 3년은 봐야됨,2
올해안에 온다 안온다,1
"미주는 현재 인버스 쑥인데!
더
기다려봄!
굿 데이!",0
8만전자의 꿈은 어디로?,1
매입했습니다!!!,1
후,1
와우  시동걸렸네요,1
무조건 가게 되어 있다 이 실적으로 9만 안가면 주식이 아니지,1
당분간은 반등은 쉽지않겠다.,1
ㅡ,1
명절인데 기분 좋게 올라 가즈아~~~♡♡♡,2
성투요,1
오늘 휴장이구나,1
체결강도 장난아니네ෆ,1
하 내가 사서 그런가 ;;,1
세력들과의 머리싸움시작,1
에레이 눈물을 머금고 국밥 두 끼 손해에서 팔길 잘했네,1
안녕하세요,1
"시나리오. 

환율이 오늘 급등하면서 삼전이 안좋은 영향이 있었음.
하지만 다음주부터는 Boj 영향도 있을거며, 설 연휴도 끝나서 눈치보기가 끝날거라고 예상
곧 좋은 소식이 있을듯 합니다..",2
왜죠?,1
시간외 오르네요~,2
"주린이들은 항상 수수료도 생각해야한다는것!
꼭 잊지마시고 단타로 성투하시길 바랍니다",1
더 사야하는데 돈이가 ㅠ,1
4만중반까지가자,2
"진심ㅋㅋㅋㅋㅋㅋ 주식도 테무에서 왔나고
할인쿠폰뿌려?",1
이 정도면 외인 다 몰아내고 국민기업으로 거듭나겠네.,1
하닉보단 들 빠지네,0
"08/06(화) 일일 이슈

1/ 역대 최악의 주식시장
미국 침체 우려 + 중동 전쟁 격화 + 일본 금리 상승 + a로
코스피, 코스닥 미국 주식 모두 크게 하락
이 정도로 빠질 일인가 싶을 정도로 영향이 크다
당분간 열심히 일해야겠다
워렌 버핏은 얼마 전에 보유한 애플 주식 절반을 청산했다는데 대단하다

2/ 큐텐 사태는 지금
a. 법원이 회생 절차 개시 여부 결정을 보류, 당분간은 협의의 시간
b. 자회사들은 탈 큐텐을 준비 중
결국 이 과정들에서 중요한 건 피해자들의 손실 복원

3/ 드디어 한국도 첫 출시를 경험하나
애플이 아이폰16 1차 출시국에 한국을 포함한다는 뉴스 발행
국내 실적이 급하진 않을텐데 다른 아시아 국가들까지 생각한 전략일까

4/ 파리 올림픽에서 한국은
총 26개 매달로 종합 5위
기존 인기 종목의 출전 실패 + 출전 종목의 선전으로 계속해서 스토리가 만들어지고 있음
중계권을 가진 방송사가 푸시하는 것부터 다른 느낌

팔로우 해주시면 경제력 상승 보장 무조건 해드립니다!",0
"매일 매일 이름이 바뀌네
59전자 58전자 57전자 
오늘은 56전자구나",1
"언제까지 바닥을기는 애벌레가 될래
이제는 나방이되어 날아올라야 하지않을까
훨훨~ 훨훨~",2
ㅋㅋㅋㅋ 차라리 코인이 나을듯 ㅋㅋ,1
지금탑승할까요,2
외국인 이래 많이 팔아도 되는거냐..?,1
이제 별기대도 안하는데 왠일?,1
"내년 상반기까진 지켜봐야할듯.
기관들이 매수로 다시 넘어올때 들어가도 늦지않음
현재는 조금씩올리고 다 털고 나가네요.
연말에 한번올렸다가 쭉 다털고 나갈수도있으니
항상 생각하고있어야 할거같습니다.",1
"71.6인데요 자꾸 내려 가면 반토막 이에요 
녹내녹아 내돈 ㅠㅠ  😭 마이너스 30입니다 
살려주세요  물을 타야되나요",0
와 이걸 개인이 다 받아주네... 애국 투자다 이건,1
쭉 떨어질거같냐,0
발 살짝 담궈봅니다 :),1
진짜 소름 돋네ㅋㅋ몇일들고있는데 재미없길래 딱 팔자마자 바로오르는거보소ㅋㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋ미쳤네 내 전재산 ㅎㅎㅎㅎㅎㅎㅎㄹㄹ,1
에게?,1
7만까지만 후딱 달려라~,1
현 5만원 초반대는 삼성 자사주 매입의 큰 비중을 차지합니다..이 구간대 진입 하신 분들은 너무 걱정 마세요.,1
"주주여러분들 출근잘하고 계신가요?

오들드디어 결전의날인데요 

저번주 금요일 실험을 해보기위해 100주를 사둔 

주식을 과연 오늘 9시장에서 수익을 낼수 있는지

테스트 실험을 통해 결과를 보여드릴 예정입니다

55분가량 남았는데요 

많은 관심 부탁드립니다 ^^

화이팅!",2
제발 그만좀 팔어.,0
설 선물 이건 아니지,1
역시 대장주다👍🏻,2
"백만원씩 50회 분할 ㅎㅎ
간간히 배당도 받고 좋았어요.
이거 팔고 딱히 살것도 없고
쭉 가져가야죠~
지금 팔면 안되요~",0
사지지도 않는건 머지?ㅡ.ㅡ,1
추매~떨어지면 땡큐,0
"✅4월 19일(금)

- 미국 옵션만기일
- 미국 주간 원유채굴장비 수 
- 영국 3월 소매판매 
- 비유테크놀러지, 현저한 시황변동 재공시 기한
- 플래스크 현저한 시황변동 재공시 기한
- 사피엔반도체 보호예수 해제(8.78%)
- 제넨바이오 보호예수 해제(15.06%)
- 신성에스티 보호예수 해제(57.96%)
- 미국실적발표) 프록터앤갬블, 아메리칸익스프레스, 슐럼버거

팔로우 누르면 부자되심",1
조금만..,1
어휴 예금할껄 ㅋㅋ 그만사고 숨겨놔야지,1
내일 또 오를겅가바,1
재무인사회계가 판치는 기술회사는 미래가 없다ㅉㅉ,1
전자야 제발 똑띠해라이,1
"미장을 외치면서도 국장을 기웃거리는 나

어쩌면 삼전을 좋아할지도?",2
왔다,2
"지금 사도
발바닥에서  사는거에요",0
"45000 부근 매도
 마지막으로 주당 1만원 빼먹고  국내시장 탈출하겠습니디",0
"좋아
삼전이 날아가니
내 수익률이 최고
삼전은 안샀음",2
기업 가치를 생각하면 정말 너무 과소평가 된 가격이네요.,1
왜이카노요..,1
다시 올게요 삼전,1
안녕하세요 요즘 하락하네요,0
와...........주식하면서 내자신이 자랑스럽긴 또 첨이네....,1
고마워 너땜에 삶이 조금은 즐겁다,1
삼전은 당한게 많아서 잠시 쉬고 상황봐야죠,1
"외국인이 신나게파내요.
이참에 삼전주식 국민들이 수거하죠
ㅋㅋㅋㅋㅋㅋㅋㅋ",1
참 무능해 보인다  !,0
오늘은 57 주차해줭,1
뭐냐 외국인 오전까지 100만 넘었는데 싹 사라졌네,1
살까. 말까.  ?,1
인버스는 전망 좋아보이는데,1
ㅜㅜ,1
두산지주가 더핫ㅈ해ㅋ,1
진입!!!,1
?,1
너무 안오른다...다시올게요..,2
"오늘도 양심상 5퍼만 먹자
삼성 이젠 뻘건 불만 보이는 날만 있을 것이다 
올 해안에  양심상 십만만 가자
삼성 화이팅",2
미장에서 개같이 털리고 왔더니 걍 아무 생각도 안드네 ㅋㅋㅋ 올라가던 말던,2
병든전자!,1
이제 떨어뜨림,1
하루천원씩이아니고 2천원씩빠지구나ㅜ,1
재밌냐,1
와 씨 급하게 내렸다,1
난 올러건더 ㅎㅎㅎ 지금 매수하면 물려도 탈츌가능 ㅋㅋㅋㅋ 평단 4로 맞추려고 내려오면먀수,2
67층인데 물탈까요,1
이걸 많이 샀어야 했는데...,2
"62000원에두 걸어놨는디...사질래나?
ㅠㅠ",1
그럼안녕~,1
추석지나야오른다,2
기관도 외인처럼 단타할 작정인가 보네,1
떨어져라~~외인형들 선물옵션 하방배팅좀 강 하게 해주세욤!,1
"주식은   신도  모른다   애널들이  이야기  나오면 하락   내가 이야기하마  스톡캐스틱
지표  바닥 찍을때  매수하면  라면  박스 값은  벌수 있다",0
구경하러 왔는데 여긴 주식 게시판이 아니라 네이버 정치 기사 댓글게시판이네요🤭,1
하 씨 아침에 코스피 상승세 보고 눈치 깠어야했는데,2
"평단이 너무 높아서 일단 빠지고 재진입 ㅠㅠ 타증권은 60,000대인데 토스만 70,000원",0
진짜 욕나오네 쓰래기전자,0
외인들 힘이 약하네.,1
에라이 정신못차리고 과감하지못하네,1
잘버티네 ㅋㅋㅋ 아니 결국은 흑자나는 회사가 맞긴 한데 앞으로 적자 날꺼라고 노파심에 주가 빠지는게 이해가 안감 ㅠㅠ,1
"그거이 머라고  
금투세 많이벌믄 좀 내믄되지 
간이 콩알만 하나? 
심장이 벌렁벌렁하나 ㅋㅋㅋ",1
샘송전자 오늘의 운명은?,1
60층 언젠가 오긴 하냐,1
"세탁과건조를하나로~~~
기술력!
세계최고가 되는길을
응원한다~삼성^-^",2
돈벌려면 관련주에 투자하세요 삼전은 가치주라 크게 성장하기는 힘듦,1
남은 한주 수익률  17.5,2
삼전 더 떨굴게 있나??  끽해야 2퍼 정도 떨굴거임,1
내일까지 매수세 들어오면 바로 분할매수 시작,2
📈📈📈📈📈📈📈📈🫡😍😍😍,1
"6층 그쪽은 어떤가요? 
공기가 깨끗한가요?",1
다른거 사러다녀옵니다,1
왜이러지 미쳤나?,1
"외인들 삼전 계속 파는이유
현물 떨어지든 말든 풋옵션으로 돈 벌거든
정부 파생규제 쪼여서 시장 참여자들 다 떠나서 돈많은 외인 기관 놈들 놀이터됨",1
73600이 고점이었네 ㄹㅇ퉤,2
이쯔음 되면 삼성이 뭔가 힘을써야하는거아닌가 가망히 보고만 있는게..,1
25대박날것 같은데,2
"오늘은
많이 아쉽네요..
성투요",1
57000 찍고 낼 60000찍으면 참 좋거따,1
닉스에서 갈아탔는데...,1
더 태우고 싶었는데 돈이없네,1
정현호 부회장 유임,1
성투요.,1
오ㅒ케 빌빌거릴까잉,1
"섬전떡상 하닉떡상 환율떡락

제발요 ㅋㅋㅋㅋㅋㅋㅋ",1
진짜 뭐하잖는것인지 ~,1
계속 물 타 봅니다.,1
트럼프 당선되면 앞으로 더 암울해짐,1
커피값만 벌어가유,1
삼전이 AI수혜 받은게 뭐가 있다고 내릴때는 더 내리냐,1
이야 월봉은 가야 밑에 이평선이 나오네,1
장마감까지 1시간 이나 남았어요 마구던져 주세요  외인행님들,1
혼자 있어요~~~~~,1
개잡주 보나마나 또쳐박지,0
4만전자 가겠네,2
아숩,1
외국인 계속팔아재끼는데 아직들어가지마래도..,1
질질싸공공 ㅋㅋ,1
고고,1
7만 가기 너무 힘들다!!!!,1
왕돈까스.,1
"외인들 순매도 개미가 다 받아먹었다.
이제 누가 올려줄래?
주가는 누군가 비싸게 사줘야 오르는데
외인들이 궂이 삼전을 살까? 
니네가 월가 외인이라 생각해봐 이제 떨어질때까지 안사주면 그만아니야? 궂이 개미 좋으라고 주가 반등시키면서 사줄 필요가 있을까?",0
4만 찍고 반등 하겠구만,1
갑자기 2차전지 쪽으로 몰리네요...,1
"투자는 신중히 할것
보이는 정보가 전부는 아니라는것
보이지 않는 정보들을 추론해볼것
실패를 상정해 볼것",1
오후되면 맥을 못추넴,1
"그냥 더 내려가. 
물이나 타자.",1
내일도 제자리 걸음...^^,1
"이타임에서 개인이 대량 매수하면 기관 매도 전향 물리것네
 외이들은 기회가 없는게지
 이미 스텐바이..",2
개 잡주. 4만대로 내려가겠네ㅋ,1
55층!!!,1
2만원손해보고 팔았어요,1
우여곡절 많았지만 잘 버텨냈네요,1
정말 믿고 기다리길 잘했다 고맙다...,1
74도 못갔네 이런,1
얘는 맨날 잘오르다가 떨어질때는 미련도 없이 90도 각도노,0
곧 떨어진다 ㅋ,1
내가 예전부터말하지만 외인이 계속 팔아버리는데 왜자꾸 매수를해주는지...,2
"국민주라서 안가나보네....
도나개나 다 사니까 무급지!!!
가긴갈까 ??살아생전에 
ㅠㅠㅠ 애가타네요",1
6만 안와 무새  5만 안와 뮤새들  다 버로우 했노 ㅋㅋㅋㅋㅋ ㅉㅉ,1
하이닉스한테 인수 당해라 그냥 평쉬나,1
가즈아 삼만전자!! 형이 다 사즐께,2
7만전자 파이팅!!!!,1
6만가면 한주 더 살게요,1
8만전자 9만전자에 들어간 사람들은 삼전이 이러니 개잡주라고 하는겁니다,0
걸래전자끝네자 지미,1
반등시작👍👍👍👍👍👍👍😻😻😻😻,1
"이재용이 말고
전문경영인 도입해라",1
"??? : 장이 시작하면 일단 말아올려요.
오늘 종가 60700",1
플립5발표하면 떡상할거 같은데;,2
미친듯이 팔아재끼네,2
"기관은 이미 탈출 
외국인도 팔고 나간다",0
빛을볼날을 기다리며,1
삼성은 53~58. 단타로빼먹는주식이군,1
이걸 음전하나 ㅋㅋㅋ,1
ㅌㅌ,1
곡소리 매매법으로 매매합니다,0
미장보다 삼성이네.. 고맙다 ㅜ,1
"어느정도 많이내렷네 느낌들때 추매해야지 몇백원 더떨어지기 기다리다 올라서 못삼 
장시작하자마자 산사람들이 위너",2
반도체 경기가 살아나고 있어서요.,1
소리질러~~,1
이제 바닥이지 않을까요 ?,0
"안 속는 다는 사람들이 많은거보니
올라갈때 됐나봅니다.",2
내돈돌려줘여,0
"499때 얼떨결에
올라탔는데 다행이얌🥲",2
석유 시추선 설계 등의 기술 집약형 고부가 가치 분야는 미국이 독식하고 납기에 민감한 배 자체를 만드는데 주력하는 전형적인 개도국형 산업 모델이 바로 8시간 3교대 메모리 찍어내기다. 우리가 선진국이 되고자 했으면 엔비디아와 ARM의 합병이 거부 당했을 때 잰슨 황한테 매달려서 하이재킹을 했어야 했는데.. 8시간 3교대자를 위해서 전용 주차 구역 보장해 주니까 지들이 뭐라도 되는 양 노조까지 설립하기에 이름. 이제 파운드리도 시원하게 말아먹었으니 차라리 벌금을 낼 지언정 예전 구사대처럼 청자켓 쇠파이프들을 라인에 상시 배치하여 노조들 숨통 끊어놓고 24시간 연구 개발에만 매진해라. 다행히 해리스가 당선된다면 대만이 중공에 넘어갈테니 아직 조상님들이 국운을 놓지 않으실 때 마지막 기회라고 생각하고 절박한 심정으로 임하고 3교대자들은 인적성 및 부모 정당 가입 및 투표 참여율까지 철저히 검증 후 선발하여 선진국 대열을 거부하는 자들을 철저히 배척해라. 나는 오늘도 물타기로 삼전을 응원한다.,2
과연 종가는?,1
"담주 수요일 크리스마스(휴장)날에 장 안열리자나요
그럼 담주 월요일에 주식 매도하면 수요일 새벽이나 아침에 출금 못하나요??? 
목요일에 출금 가능한건지 혹시 아시는분?",0
"전능하신 외인님들 탈출만 시켜 주십시오.
사탄의 굴레에서 벗어나게 도와주십시오.",0
"올해 외국인이 8조 매수를 했습니다. 
반도체 싸이클 오고 있고요. 5층 6층 은 수익 구간이고 절대로 파시면 안됩니다. 


특히 8층 분들은  계속 물타기 하세요. 파시면 나중에 후회해요. 

저는 쏙슬로 현재30프로 수익 보고 있습니다. 보유량 3700주  

이제 반도체 삼성이 달릴 예정 입니다. 삼성우선주 보유량 1만주. 평단5만초

계속 참고 기다리고 매수 하세요.

파는 사람이 지는 겁니다. 올해 연말까지 10만원 갑니다. 성투 하세요.",2
"정현호 부회장 유임 말이되냐?ㅡㅡ
미국은 지네 반도체 기업 지원금 다 챙겨주고
삼성하고 하이닉는 재검토 말이되냐?ㅡㅡ",1
외인들 사는거보니 내일오르긋네,1
망했다 더 떨어지네,0
ㄲㄲ,1
다팔아라,0
"삼전 없지만 우리나라 삼전이 85를 뚫었다는거에서 매우 행복하네.
삼성 화이팅",2
ㅋㅋ,1
하닉 예상체결가 160대 진입 ㅋㅋㅋ,1
아오진짜 계속 그자리,1
통과소식이 언제 뜰려나???,1
엔비 떨구네  느낌 쎄한데,1
조금있다가 시행될 금투세 때문에 국장이 영향받는듯 조만간 미국증시로 돈이 다빠질듯,1
제가 8월7일날 쓴글..,1
